"Dataset","Network","Module","Mod_Def","Percent"
"Berchtold 2008 GSE11882 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.285_minSize10_merge_ME_0.85_42548","violet","Seed",18.5185185185185
"Berchtold 2008 GSE11882 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.285_minSize12_merge_ME_0.85_42548","paleturquoise","Seed",18.5185185185185
"Berchtold 2008 GSE11882 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.314_minSize10_merge_ME_0.85_42548","violet","Seed",18.5185185185185
"Berchtold 2008 GSE11882 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.314_minSize12_merge_ME_0.85_42548","orange","Seed",18.5185185185185
"Freije 2004 GSE4412 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.303_minSize10_merge_ME_0.85_18621","mediumpurple1","Seed",18.1818181818182
"Freije 2004 GSE4412 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.303_minSize8_merge_ME_0.85_18621","mediumpurple1","Seed",18.1818181818182
"Freije 2004 GSE4412 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.326_minSize10_merge_ME_0.85_18621","lightpink3","Seed",18.1818181818182
"Freije 2004 GSE4412 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.326_minSize8_merge_ME_0.85_18621","magenta4","Seed",18.1818181818182
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.473_minSize10_merge_ME_0.85_42548","lightpink4","Seed",18.1818181818182
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.473_minSize8_merge_ME_0.85_42548","darkseagreen4","Seed",18.1818181818182
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize10_merge_ME_0.85_42548","deeppink","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize12_merge_ME_0.85_42548","deeppink","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.243_minSize15_merge_ME_0.85_42548","blue4","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","magenta4","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize12_merge_ME_0.85_42548","lavenderblush2","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize15_merge_ME_0.85_42548","lightpink3","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_42548","lightcoral","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize12_merge_ME_0.85_42548","lightcoral","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize15_merge_ME_0.85_42548","lightsteelblue","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize10_merge_ME_0.85_42548","salmon4","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize12_merge_ME_0.85_42548","navajowhite2","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize15_merge_ME_0.85_42548","navajowhite2","Seed",17.6470588235294
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize8_merge_ME_0.85_42548","maroon","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize12_merge_ME_0.85_54613","indianred2","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.284_minSize15_merge_ME_0.85_54613","slateblue","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize12_merge_ME_0.85_54613","deeppink","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.303_minSize15_merge_ME_0.85_54613","darkolivegreen2","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.327_minSize12_merge_ME_0.85_54613","lavenderblush2","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.327_minSize15_merge_ME_0.85_54613","salmon2","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize10_merge_ME_0.85_54613","skyblue1","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize12_merge_ME_0.85_54613","skyblue2","Seed",17.6470588235294
"Labreche 2015 E-MTAB-2768 EXT OR QN A.1.1.1","Bicor-None_signum0.36_minSize15_merge_ME_0.85_54613","yellow4","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize10_merge_ME_0.85_18621","plum1","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize12_merge_ME_0.85_18621","plum1","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize15_merge_ME_0.85_18621","plum1","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.201_minSize8_merge_ME_0.85_18621","plum1","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize10_merge_ME_0.85_18621","darkorange","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize12_merge_ME_0.85_18621","darkorange","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize15_merge_ME_0.85_18621","orange","Seed",17.6470588235294
"Li 2013 GSE45642 RDP OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.226_minSize8_merge_ME_0.85_18621","darkorange","Seed",17.6470588235294
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.396_minSize12_merge_ME_0.85_29421","mediumorchid3","Seed",16.6666666666667
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.424_minSize12_merge_ME_0.85_29421","mediumorchid4","Seed",16.6666666666667
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.46_minSize10_merge_ME_0.85_29421","firebrick3","Seed",16.6666666666667
"CGGA RNA Microarray EXT OR A.1.1","Bicor-None_signum0.46_minSize12_merge_ME_0.85_29421","blueviolet","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize10_merge_ME_0.85_42548","khaki4","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.266_minSize12_merge_ME_0.85_42548","darksalmon","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize10_merge_ME_0.85_42548","navajowhite3","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.296_minSize12_merge_ME_0.85_42548","navajowhite3","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize10_merge_ME_0.85_42548","deeppink","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize12_merge_ME_0.85_42548","navajowhite","Seed",16.6666666666667
"Gravendeel 2009 GSE16011 RDP Tumor OR QN BC A.1.3.1.1","Bicor-None_signum0.335_minSize8_merge_ME_0.85_42548","plum4","Seed",16.6666666666667
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.364_minSize10_merge_ME_0.85_42548","mediumpurple1","Seed",16.6666666666667
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.364_minSize12_merge_ME_0.85_42548","darkolivegreen2","Seed",16.6666666666667
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.364_minSize8_merge_ME_0.85_42548","indianred3","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","palevioletred1","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize15_merge_ME_0.85_42548","tan4","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize12_merge_ME_0.85_42548","sienna4","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.283_minSize15_merge_ME_0.85_42548","mediumpurple4","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize10_merge_ME_0.85_42548","lightsteelblue","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize12_merge_ME_0.85_42548","mediumpurple2","Seed",16.6666666666667
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.311_minSize15_merge_ME_0.85_42548","lightsteelblue","Seed",16.6666666666667
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.324_minSize10_merge_ME_0.85_42548","navajowhite3","Seed",15.3846153846154
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.324_minSize12_merge_ME_0.85_42548","navajowhite3","Seed",15.3846153846154
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize10_merge_ME_0.85_42548","orangered","Seed",15.3846153846154
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.346_minSize12_merge_ME_0.85_42548","lightblue3","Seed",15.3846153846154
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize10_merge_ME_0.85_42548","lightslateblue","Seed",15.3846153846154
"Kawaguchi 2013 GSE43378 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.374_minSize12_merge_ME_0.85_42548","orangered1","Seed",15.3846153846154
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.301_minSize10_merge_ME_0.85_42548","sienna1","Seed",15.3846153846154
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.301_minSize12_merge_ME_0.85_42548","orange4","Seed",15.3846153846154
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.341_minSize10_merge_ME_0.85_42548","magenta3","Seed",15.3846153846154
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.341_minSize12_merge_ME_0.85_42548","magenta3","Seed",15.3846153846154
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.341_minSize8_merge_ME_0.85_42548","salmon1","Seed",15.3846153846154
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.396_minSize12_merge_ME_0.85_42548","indianred2","Seed",14.2857142857143
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.42_minSize12_merge_ME_0.85_42548","sienna4","Seed",14.2857142857143
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.448_minSize10_merge_ME_0.85_42548","coral1","Seed",14.2857142857143
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.448_minSize12_merge_ME_0.85_42548","darkseagreen4","Seed",14.2857142857143
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.485_minSize10_merge_ME_0.85_42548","lightsteelblue1","Seed",14.2857142857143
"Donson 2012 GSE33331 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.485_minSize12_merge_ME_0.85_42548","orangered4","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize10_merge_ME_0.85_42548","slateblue","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.348_minSize12_merge_ME_0.85_42548","coral4","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize10_merge_ME_0.85_42548","lightblue4","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.371_minSize12_merge_ME_0.85_42548","mediumpurple1","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize10_merge_ME_0.85_42548","thistle3","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.399_minSize12_merge_ME_0.85_42548","plum3","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.436_minSize10_merge_ME_0.85_42548","lightpink4","Seed",14.2857142857143
"Erdem-Eraslan 2012 GSE43388 U133Plus2 RDP OR QN BC B.1.1.1.1","Bicor-None_signum0.436_minSize12_merge_ME_0.85_42548","maroon","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.303_minSize10_merge_ME_0.85_24685","sienna2","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.303_minSize12_merge_ME_0.85_24685","slateblue","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.324_minSize10_merge_ME_0.85_24685","salmon1","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.324_minSize12_merge_ME_0.85_24685","blue4","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize10_merge_ME_0.85_24685","antiquewhite2","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize12_merge_ME_0.85_24685","darkseagreen3","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.351_minSize8_merge_ME_0.85_24685","lightslateblue","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize10_merge_ME_0.85_24685","lightsteelblue","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize12_merge_ME_0.85_24685","yellow4","Seed",14.2857142857143
"TCGA GBM RNA-seq EXT Tumor OR QN BC OR BC OR A.1.1.2.1.1.1.1.1","Bicor-None_signum0.388_minSize8_merge_ME_0.85_24685","darkolivegreen4","Seed",14.2857142857143
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.292_minSize10_merge_ME_0.85_42548","thistle4","Seed",13.3333333333333
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.292_minSize12_merge_ME_0.85_42548","thistle4","Seed",13.3333333333333
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.292_minSize15_merge_ME_0.85_42548","thistle4","Seed",13.3333333333333
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.322_minSize10_merge_ME_0.85_42548","palevioletred2","Seed",13.3333333333333
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.322_minSize12_merge_ME_0.85_42548","salmon2","Seed",13.3333333333333
"Sun 2006 GSE4290 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.322_minSize15_merge_ME_0.85_42548","palevioletred2","Seed",13.3333333333333
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize12_merge_ME_0.85_42548","red1","Seed",13.3333333333333
"Weller 2015 GSE61374 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.262_minSize15_merge_ME_0.85_42548","deepskyblue","Seed",13.3333333333333
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.376_minSize8_merge_ME_0.85_23987","mediumaquamarine","Seed",12.5
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.403_minSize8_merge_ME_0.85_23987","lightyellow4","Seed",12.5
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.437_minSize8_merge_ME_0.85_23987","khaki4","Seed",12.5
"CGGA RNA-seq 693 EXT OR QN C.1.1.1","Bicor-None_signum0.481_minSize8_merge_ME_0.85_23987","tan3","Seed",12.5
"CPTAC RNA-seq EXT Tumor OR QN OR A.1.1.2.1.1","Bicor-None_signum0.386_minSize8_merge_ME_0.85_26167","darkcyan","Seed",12.5
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.356_minSize8_merge_ME_0.85_42548","red3","Seed",12.5
"Ducray 2010 E-TABM-898 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.405_minSize8_merge_ME_0.85_42548","tomato4","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize8_merge_ME_0.85_22011","aquamarine","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.409_minSize8_merge_ME_0.85_22011","goldenrod3","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize8_merge_ME_0.85_22011","darkgoldenrod1","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize8_merge_ME_0.85_22011","rosybrown4","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.437_minSize8_merge_ME_0.85_22011","tan1","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.471_minSize8_merge_ME_0.85_22011","lightblue2","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.515_minSize8_merge_ME_0.85_22011","palevioletred1","Seed",12.5
"French 2007 GSE9385 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.515_minSize8_merge_ME_0.85_22011","pink4","Seed",12.5
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize8_merge_ME_0.85_15607","chocolate2","Seed",12.5
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.453_minSize8_merge_ME_0.85_15607","turquoise2","Seed",12.5
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.479_minSize8_merge_ME_0.85_15607","burlywood","Seed",12.5
"Gabrusiewicz 2016 GSE77530 EXT OR QN A.1.1.1","Bicor-None_signum0.549_minSize8_merge_ME_0.85_15607","thistle4","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize8_merge_ME_0.85_17418","lightgoldenrodyellow","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.411_minSize8_merge_ME_0.85_17418","wheat1","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize8_merge_ME_0.85_17418","lavender","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.436_minSize8_merge_ME_0.85_17418","mediumorchid3","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize8_merge_ME_0.85_17418","aliceblue","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.466_minSize8_merge_ME_0.85_17418","indianred1","Seed",12.5
"IvyGAP 2017 GSE107559 EXT Tumor OR A.1.2.2","Bicor-None_signum0.506_minSize8_merge_ME_0.85_17418","firebrick3","Seed",12.5
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.503_minSize8_merge_ME_0.85_20785","lightsteelblue","Seed",12.5
"Jeanmougin 2020 GSE111260 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.568_minSize8_merge_ME_0.85_20785","mediumpurple3","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.343_minSize8_merge_ME_0.85_43960","gray12","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.343_minSize8_merge_ME_0.85_43960","orchid4","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.343_minSize8_merge_ME_0.85_43960","seagreen4","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.374_minSize8_merge_ME_0.85_43960","lightsalmon2","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.374_minSize8_merge_ME_0.85_43960","mediumvioletred","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.374_minSize8_merge_ME_0.85_43960","rosybrown","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.424_minSize8_merge_ME_0.85_43960","mistyrose3","Seed",12.5
"Jungk 2016 GSE83537 EXT OR QN BC OR A.1.1.1.1.1","Bicor-None_signum0.424_minSize8_merge_ME_0.85_43960","navajowhite4","Seed",12.5
"Kamoun 2016 E-MTAB-3892 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.557_minSize15_merge_ME_0.85_42548","purple","Seed",12.5
"Murat 2008 GSE7696 RDP Tumor OR QN BC A.1.2.1.1","Bicor-None_signum0.515_minSize8_merge_ME_0.85_42548","ivory","Seed",12.5
"Petalidis 2008 GSE1993 EXT OR QN A.1.1.1","Bicor-None_signum0.343_minSize8_merge_ME_0.85_22215","red2","Seed",12.5
"Phillips 2006 GSE4271 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.27_minSize8_merge_ME_0.85_18621","lightyellow1","Seed",12.5
"Phillips 2006 GSE4271 U133A RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.555_minSize8_merge_ME_0.85_18621","greenyellow","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.297_minSize12_merge_ME_0.85_42548","darkorange2","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.297_minSize15_merge_ME_0.85_42548","floralwhite","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.297_minSize20_merge_ME_0.85_42548","orangered4","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.318_minSize10_merge_ME_0.85_42548","ivory","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.318_minSize12_merge_ME_0.85_42548","mediumpurple3","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.318_minSize15_merge_ME_0.85_42548","darkmagenta","Seed",12.5
"Reifenberger 2014 GSE53733 RDP OR QN BC A.1.1.1.1","Bicor-None_signum0.318_minSize20_merge_ME_0.85_42548","skyblue","Seed",12.5
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.247_minSize12_merge_ME_0.85_42548","aliceblue","Seed",12.5
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.247_minSize15_merge_ME_0.85_42548","aliceblue","Seed",12.5
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.271_minSize10_merge_ME_0.85_42548","pink3","Seed",12.5
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.271_minSize12_merge_ME_0.85_42548","sienna2","Seed",12.5
"REMBRANDT 2018 GSE108474 RDP Tumor OR QN BC OR BC A.1.2.1.1.1.1","Bicor-None_signum0.271_minSize15_merge_ME_0.85_42548","lightskyblue4","Seed",12.5
"Sottoriva 2013 E-MTAB-1129 EXT OR QN A.1.1.1","Bicor-None_signum0.406_minSize8_merge_ME_0.85_43946","palegreen","Seed",12.5
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.284_minSize8_merge_ME_0.85_18621","darkorchid4","Seed",12.5
"TCGA GBM Affymetrix RDP Tumor OR QN BC OR BC OR B.1.2.1.1.1.1.1","Bicor-None_signum0.339_minSize8_merge_ME_0.85_18621","aliceblue","Seed",12.5
"TCGA GBM Agilent 02 (Gene Level) EXT Tumor OR BC OR BC OR C.2.2.1.1.1.1","Bicor-None_signum0.386_minSize8_merge_ME_0.85_17814","khaki3","Seed",12.5
"TCGA GBM Agilent 02 (Gene Level) EXT Tumor OR BC OR BC OR C.2.2.1.1.1.1","Bicor-None_signum0.42_minSize8_merge_ME_0.85_17814","indianred1","Seed",12.5
