"Dataset","Network","Mod_Def","SetID","Module","Min_Pval","SetName"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7694","magenta2","0.00213391068285621","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7695","thistle3","0.00255173773644806","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7696","lightblue3","0.000674169136602927","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7697","brown3","0.00959801330612303","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7698","magenta","0.00455044619185339","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7699","brown2","0.000166356229087822","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7700","purple2","0.00187033236476643","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7701","brown2","0.000333916487463993","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7702","plum2","0.00319304251269257","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7703","magenta","0.000142361279191938","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7704","yellow2","0.00637613286192267","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7705","plum2","0.000404438767548081","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7706","sienna2","0.00417975116940277","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7707","tan","0.00540241871414717","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7708","indianred4","0.0189442965482178","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7709","yellow","0.00064554047337222","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7710","brown4","0.0186127272814207","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7711","indianred4","0.0235460813192839","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7712","lightsteelblue","0.0002407741151065","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7713","lightsteelblue","0.000264435648525651","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7714","brown","0.00171804577858077","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7715","blue","0.000126731117047237","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7716","firebrick4","0.000945367931760082","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7717","firebrick3","0.00103210420433824","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7718","plum4","0.00491489673255644","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7719","blue","0.00648700007303421","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7720","darkseagreen1","0.000196605654714968","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7721","darkseagreen1","0.000150617342171572","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7722","darkseagreen1","0.00011870283924239","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7723","tan4","0.000462012344726432","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7724","darkseagreen1","0.000205151901502226","LUO_2019_INH_MGE_PVALB_DISC1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7725","aliceblue","0.0021236357378035","LUO_2019_INH_MGE_PVALB_EPHB1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7726","blue","0.000820881447724874","LUO_2019_INH_MGE_PVALB_KIRREL_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7727","blue","0.00416052561311334","LUO_2019_INH_MGE_PVALB_SULF1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7728","deeppink1","0.000698063756574292","LUO_2019_INH_MGE_PVALB_UTRN_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7729","magenta","0.00138117283268821","LUO_2019_INH_MGE_UNC5B_CHRM3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7730","darkorange","0.00105271312632023","LUO_2019_INH_MGE_UNC5B_DCLK1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7753","yellow","0.000114656920048675","JAKEL_2019_NEURON3"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7754","purple","0.00011386164654396","JAKEL_2019_NEURON4"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7755","orangered4","0.00015041928019348","JAKEL_2019_NEURON5"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET8689","orangered","0.000279255221118188","MONJE_UP_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize12_merge_ME_0.85_24326","TOPMODPOSBC","MOSET8690","green3","0.00359269620219688","MONJE_DOWN_IN_GBM_FROM_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET6733","mediumpurple3","0.00210677669404124","ZENG_HUMAN_INTERNEURON_MARKERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET6831","blue","0.00016752606585446","Raju_18GW_INTERNEURONS_SEED"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET6832","blue","0.000285483966372286","Raju_18GW_INTERNEURONS_BC"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7028","coral2","0.000363836477274727","kelley_neuron"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7054","coral2","0.000977917786706052","kelley_neuron.2"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7118","brown","0.000636721297464587","AGARWAL_SN_2020_GABA_NEURONS_DE_NEU_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7522","lightcyan","0.00176229848484813","YANG_PFC_2021_L2_3_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7526","coral2","0.000352575725852162","YANG_PFC_2021_L4_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7527","green","0.00018956617822903","YANG_PFC_2021_VIP_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7528","green","0.00025294211245564","YANG_PFC_2021_PV_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7529","coral2","0.000131795880656318","YANG_PFC_2021_SST_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7530","lightyellow","0.00523395492414696","YANG_PFC_2021_L5_6_CC_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7531","coral2","0.00261684711721336","YANG_PFC_2021_L5_6_EXCITATORY_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7532","lightcyan","0.000215446775710904","YANG_PFC_2021_SV2C_INTERNEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7551","green","0.000161789565806942","YANG_2021_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7597","blue","0.000144761915144414","GRUBMAN_2019_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7604","coral2","0.000135800571228651","ABSINTA_2021_NEURON"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7679","pink4","0.00611689749893444","LUO_2019_EXC_L1_3_CUX2_NYAP2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7680","pink4","0.000500989879313917","LUO_2019_EXC_L1_3_CUX2_SLC35F3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7681","brown","0.000161732017163555","LUO_2019_EXC_L2_4_RORB_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7682","blue","0.000500969508359668","LUO_2019_EXC_L4_5_FOXP2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7683","ivory","0.00129181911622674","LUO_2019_EXC_L4_5_TOX_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7684","pink","0.00712213243152668","LUO_2019_EXC_L4_6_LRRK1_ADAMTSL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7685","lightyellow","0.00293271829952943","LUO_2019_EXC_L4_6_LRRK1_MLLT3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7686","pink","0.000465458751563959","LUO_2019_EXC_L4_6_LRRK1_RXRG_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7687","blue","0.000104375037262236","LUO_2019_EXC_L4_PLCH1_ARHGAP15_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7688","grey60","0.0120848581980425","LUO_2019_EXC_L4_PLCH1_CUX2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7689","blue","0.000115885688189685","LUO_2019_EXC_L5_6_PDZRN4_CUX1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7690","pink","0.000237560804965252","LUO_2019_EXC_L5_6_PDZRN4_RGS6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7691","blue","0.00315797559953803","LUO_2019_EXC_L5_6_PDZRN4_WWC2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7692","lightslateblue","0.012100167240513","LUO_2019_EXC_L6_TLE4_CPNE4_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7693","lightslateblue","0.00157234180716307","LUO_2019_EXC_L6_TLE4_LMO1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7694","greenyellow","0.00053387268846168","LUO_2019_EXC_L6_TLE4_SCUBE1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7695","brown2","0.00406806092036608","LUO_2019_EXC_L6_TLE4_ZNF385B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7696","lightslateblue","0.0128538723860057","LUO_2019_EXC_L6_TSHZ2_CALN1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7697","magenta","0.000822638824580267","LUO_2019_EXC_L6_TSHZ2_TCF12_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7698","green","0.00143997590350907","LUO_2019_INH_CGE_MGE_CHST9_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7699","lightcoral","0.000146042551906001","LUO_2019_INH_CGE_LAMP5_CLSTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7700","salmon","0.013047683753855","LUO_2019_INH_CGE_LAMP5_FGFR2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7701","lightcoral","0.00012493408958426","LUO_2019_INH_CGE_LAMP5_PLD5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7702","darkturquoise","0.00516755927688593","LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7703","grey60","0.000318391340677827","LUO_2019_INH_CGE_NDNF_IGSF3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7704","darkturquoise","0.0032636698093589","LUO_2019_INH_CGE_NDNF_LDB2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7705","lightcoral","0.000912082164058082","LUO_2019_INH_CGE_NDNF_NXPH1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7706","grey60","0.00115089729666054","LUO_2019_INH_CGE_NDNF_SCN5A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7707","greenyellow","0.00696588857726836","LUO_2019_INH_CGE_VIP_AFAP1L2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7708","darkturquoise","0.00516755927688593","LUO_2019_INH_CGE_VIP_ASTN2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7709","darkturquoise","0.00148569755780526","LUO_2019_INH_CGE_VIP_DPP6_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7710","sienna4","0.00941489521918784","LUO_2019_INH_CGE_VIP_LINGO2_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7711","grey60","0.00168062375216116","LUO_2019_INH_CGE_VIP_MBP_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7712","skyblue4","0.00166774905225569","LUO_2019_INH_CGE_VIP_NELL1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7713","grey60","0.000564048992546172","LUO_2019_INH_CGE_VIP_SORCS1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7714","yellow","0.00207851142500326","LUO_2019_INH_CGE_VIP_SRGAP1_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7715","blue","0.000112608558223219","LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7716","ivory","0.000154690415515188","LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7717","lightslateblue","0.00139114717568887","LUO_2019_INH_MGE_B3GAT2_IGSF21_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7718","greenyellow","0.00298855441959529","LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7719","blue","0.00471742676174509","LUO_2019_INH_MGE_B3GAT2_PDE4B_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7720","brown","0.00198548355671903","LUO_2019_INH_MGE_B3GAT2_STK32A_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7721","green","0.00185101315269271","LUO_2019_INH_MGE_CALB1_HS3ST5_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSFDR","MOSET7722","green","0.00837676741350889","LUO_2019_INH_MGE_CALB1_ME3_DE_NEURON_CLUSTERS"
"CGGA RNA-seq 325 EXT OR QN OR B.1.1.1.1","Bicor-None_signum0.309_minSize15_merge_ME_0.85_24326","TOPMODPOSBC","MOSET7723","steelblue","0.00465120989460228","LUO_2019_INH_MGE_CALB1_PCDH9_DE_NEURON_CLUSTERS"
